index,topic,level_1,level_2,.hpp,struct,msg_type,topic_num
232,TBD,aeb_msgs,msg,next_lane_st,NextLaneSt,aeb_msgs/msg/NextLaneSt,0
233,TBD,aeb_msgs,msg,type_road_edge_properties_vcc,TypeRoadEdgePropertiesVcc,aeb_msgs/msg/TypeRoadEdgePropertiesVcc,0
234,TBD,aeb_msgs,msg,aeb_sub_func_info_type,AEBSubFuncInfoType,aeb_msgs/msg/AEBSubFuncInfoType,0
235,TBD,aeb_msgs,msg,aeb_line,AEBLine,aeb_msgs/msg/AEBLine,0
236,TBD,aeb_msgs,msg,radar_obj,RadarObj,aeb_msgs/msg/RadarObj,0
237,TBD,aeb_msgs,msg,horizon_lines,HorizonLines,aeb_msgs/msg/HorizonLines,1
238,TBD,aeb_msgs,msg,hb_lanes,HbLanes,aeb_msgs/msg/HbLanes,1
239,TBD,aeb_msgs,msg,type_lane_marker_properties_vcc,TypeLaneMarkerPropertiesVcc,aeb_msgs/msg/TypeLaneMarkerPropertiesVcc,0
240,TBD,aeb_msgs,msg,aeb_ego_motion_info_debug,AEBEgoMotionInfoDebug,aeb_msgs/msg/AEBEgoMotionInfoDebug,1
241,TBD,aeb_msgs,msg,type_lane_marker_information_vcc,TypeLaneMarkerInformationVcc,aeb_msgs/msg/TypeLaneMarkerInformationVcc,0
242,TBD,aeb_msgs,msg,type_ra_cam_road_vcc,TypeRaCamRoadVcc,aeb_msgs/msg/TypeRaCamRoadVcc,0
243,TBD,aeb_msgs,msg,aeb_obj_track,AEBObjTrack,aeb_msgs/msg/AEBObjTrack,0
244,TBD,aeb_msgs,msg,type_track_estimate_vcc,TypeTrackEstimateVcc,aeb_msgs/msg/TypeTrackEstimateVcc,0
245,TBD,aeb_msgs,msg,horizon_obstacles,HorizonObstacles,aeb_msgs/msg/HorizonObstacles,1
246,TBD,aeb_msgs,msg,aeb_diag,AEBDiag,aeb_msgs/msg/AEBDiag,0
247,TBD,aeb_msgs,msg,hb_obstacles,HbObstacles,aeb_msgs/msg/HbObstacles,1
248,TBD,aeb_msgs,msg,host_lane_st,HostLaneSt,aeb_msgs/msg/HostLaneSt,0
249,TBD,aeb_msgs,msg,line_property,LineProperty,aeb_msgs/msg/LineProperty,0
250,TBD,aeb_msgs,msg,obstacle_data,ObstacleData,aeb_msgs/msg/ObstacleData,0
251,TBD,aeb_msgs,msg,horizon_line,HorizonLine,aeb_msgs/msg/HorizonLine,0
252,TBD,aeb_msgs,msg,type_track_information_vcc,TypeTrackInformationVcc,aeb_msgs/msg/TypeTrackInformationVcc,0
253,TBD,aeb_msgs,msg,aeb_debug,AEBDebug,aeb_msgs/msg/AEBDebug,1
254,TBD,aeb_msgs,msg,line_point_st,LinePointSt,aeb_msgs/msg/LinePointSt,0
255,TBD,aeb_msgs,msg,aeb_flag,AEBFlag,aeb_msgs/msg/AEBFlag,1
256,TBD,aeb_msgs,msg,horizon_obstacle,HorizonObstacle,aeb_msgs/msg/HorizonObstacle,0
257,TBD,aeb_msgs,msg,type_road_edges_vcc,TypeRoadEdgesVcc,aeb_msgs/msg/TypeRoadEdgesVcc,0
258,TBD,aeb_msgs,msg,fct_input,FctInput,aeb_msgs/msg/FctInput,1
259,TBD,aeb_msgs,msg,type_lane_markings_vcc,TypeLaneMarkingsVcc,aeb_msgs/msg/TypeLaneMarkingsVcc,0
260,TBD,aeb_msgs,msg,type_front_fusion_object_vcc,TypeFrontFusionObjectVcc,aeb_msgs/msg/TypeFrontFusionObjectVcc,0
261,TBD,aeb_msgs,msg,type_lane_marker_object2_vcc,TypeLaneMarkerObject2Vcc,aeb_msgs/msg/TypeLaneMarkerObject2Vcc,0
262,TBD,aeb_msgs,msg,type_road_edge_estimate_vcc,TypeRoadEdgeEstimateVcc,aeb_msgs/msg/TypeRoadEdgeEstimateVcc,0
263,TBD,aeb_msgs,msg,cone_road_edge_st,ConeRoadEdgeSt,aeb_msgs/msg/ConeRoadEdgeSt,0
264,TBD,aeb_msgs,msg,type_lane_marker_object_vcc,TypeLaneMarkerObjectVcc,aeb_msgs/msg/TypeLaneMarkerObjectVcc,0
265,TBD,aeb_msgs,msg,horizon_curve_line,HorizonCurveLine,aeb_msgs/msg/HorizonCurveLine,0
266,TBD,aeb_msgs,msg,type_lane_marker_properties2_vcc,TypeLaneMarkerProperties2Vcc,aeb_msgs/msg/TypeLaneMarkerProperties2Vcc,0
267,TBD,aeb_msgs,msg,aeb_result,AEBResult,aeb_msgs/msg/AEBResult,1
268,TBD,aeb_msgs,msg,type_track_properties_vcc,TypeTrackPropertiesVcc,aeb_msgs/msg/TypeTrackPropertiesVcc,0
269,TBD,aeb_msgs,msg,radar_obj_list,RadarObjList,aeb_msgs/msg/RadarObjList,1
270,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_dc_guide_point_info,EhrToDcGuidePointInfo,hd_map_ehr_to_em_msgs/msg/EhrToDcGuidePointInfo,0
271,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_is_in_intersection,EhrToEmIsInIntersection,hd_map_ehr_to_em_msgs/msg/EhrToEmIsInIntersection,0
272,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_ehp_vehicle_info,EhrToEhpVehicleInfo,hd_map_ehr_to_em_msgs/msg/EhrToEhpVehicleInfo,0
273,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_hpp_data,EhrToHppData,hd_map_ehr_to_em_msgs/msg/EhrToHppData,0
274,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_marking,EhrToEmLaneMarking,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneMarking,0
275,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_surface_features_data,EhrToEmSurfaceFeaturesData,hd_map_ehr_to_em_msgs/msg/EhrToEmSurfaceFeaturesData,0
276,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_road_edge_segment,EhrToEmRoadEdgeSegment,hd_map_ehr_to_em_msgs/msg/EhrToEmRoadEdgeSegment,0
277,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_intersection_data,EhrToEmIntersectionData,hd_map_ehr_to_em_msgs/msg/EhrToEmIntersectionData,0
278,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_guide_point_info,EhrToEmGuidePointInfo,hd_map_ehr_to_em_msgs/msg/EhrToEmGuidePointInfo,0
279,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_curvature,EhrToEmLaneCurvature,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneCurvature,0
280,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_special_situation,EhrToEmSpecialSituation,hd_map_ehr_to_em_msgs/msg/EhrToEmSpecialSituation,0
281,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_hpp_point,EhrToHppPoint,hd_map_ehr_to_em_msgs/msg/EhrToHppPoint,0
282,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_speed_limit,EhrToEmSpeedLimit,hd_map_ehr_to_em_msgs/msg/EhrToEmSpeedLimit,0
283,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_car_position,EhrToEmCarPosition,hd_map_ehr_to_em_msgs/msg/EhrToEmCarPosition,0
284,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_ehp_hd_status,EhrToEhpHDStatus,hd_map_ehr_to_em_msgs/msg/EhrToEhpHDStatus,0
285,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_ehp_inspva,EhrToEhpInspva,hd_map_ehr_to_em_msgs/msg/EhrToEhpInspva,0
286,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_data_range,EhrToEmDataRange,hd_map_ehr_to_em_msgs/msg/EhrToEmDataRange,0
287,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_boundary,EhrToEmLaneBoundary,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneBoundary,0
288,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_soahd_status,EhrToSOAHDStatus,hd_map_ehr_to_em_msgs/msg/EhrToSOAHDStatus,0
289,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_data,EhrToEmLaneData,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneData,0
290,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_element,EhrToEmLaneElement,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneElement,0
291,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_center_line,EhrToEmCenterLine,hd_map_ehr_to_em_msgs/msg/EhrToEmCenterLine,0
292,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_road_edge,EhrToEmRoadEdge,hd_map_ehr_to_em_msgs/msg/EhrToEmRoadEdge,0
293,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_slop,EhrToEmLaneSlop,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneSlop,0
294,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_geofence_data,EhrToEmGeofenceData,hd_map_ehr_to_em_msgs/msg/EhrToEmGeofenceData,0
295,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_ehp_gnss,EhrToEhpGnss,hd_map_ehr_to_em_msgs/msg/EhrToEhpGnss,0
296,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_soa_cloud_map_download_req,EhrToSOACloudMapDownloadReq,hd_map_ehr_to_em_msgs/msg/EhrToSOACloudMapDownloadReq,0
297,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_point3_d,EhrToEmPoint3D,hd_map_ehr_to_em_msgs/msg/EhrToEmPoint3D,0
298,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_data,EhrToEmData,hd_map_ehr_to_em_msgs/msg/EhrToEmData,0
299,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_dc_data,EhrToDcData,hd_map_ehr_to_em_msgs/msg/EhrToDcData,0
300,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_point,EhrToEmPoint,hd_map_ehr_to_em_msgs/msg/EhrToEmPoint,0
301,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_transition_direction,EhrToEmLaneTransitionDirection,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneTransitionDirection,0
302,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_boundary_segment,EhrToEmLaneBoundarySegment,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneBoundarySegment,0
303,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_type,EhrToEmLaneType,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneType,0
304,TBD,hd_map_ehr_to_em_msgs,msg,corner_points,CornerPoints,hd_map_ehr_to_em_msgs/msg/CornerPoints,0
305,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_hpp_map,EhrToHppMap,hd_map_ehr_to_em_msgs/msg/EhrToHppMap,0
306,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_super_elevation,EhrToEmSuperElevation,hd_map_ehr_to_em_msgs/msg/EhrToEmSuperElevation,0
307,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_debug_info,EhrToEmDebugInfo,hd_map_ehr_to_em_msgs/msg/EhrToEmDebugInfo,0
308,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_heading,EhrToEmLaneHeading,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneHeading,0
309,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_lane_width,EhrToEmLaneWidth,hd_map_ehr_to_em_msgs/msg/EhrToEmLaneWidth,0
310,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_cus_guide_info,EhrToCusGuideInfo,hd_map_ehr_to_em_msgs/msg/EhrToCusGuideInfo,0
311,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_em_is_on_rout,EhrToEmIsOnRout,hd_map_ehr_to_em_msgs/msg/EhrToEmIsOnRout,0
312,TBD,hd_map_ehr_to_em_msgs,msg,ehr_to_hpp_car_position,EhrToHppCarPosition,hd_map_ehr_to_em_msgs/msg/EhrToHppCarPosition,0
313,TBD,localization_msgs,msg,localization_raw,LocalizationRaw,localization_msgs/msg/LocalizationRaw,2
314,TBD,localization_msgs,msg,binder_output_lane_group_id_debug,BinderOutputLaneGroupIdDebug,localization_msgs/msg/BinderOutputLaneGroupIdDebug,0
315,TBD,localization_msgs,msg,particle_filter,ParticleFilter,localization_msgs/msg/ParticleFilter,0
316,TBD,localization_msgs,msg,map_attribution,MapAttribution,localization_msgs/msg/MapAttribution,0
317,TBD,localization_msgs,msg,matching_result,MatchingResult,localization_msgs/msg/MatchingResult,0
318,TBD,localization_msgs,msg,bias,Bias,localization_msgs/msg/Bias,0
319,TBD,localization_msgs,msg,localization_state_machine,LocalizationStateMachine,localization_msgs/msg/LocalizationStateMachine,0
320,TBD,localization_msgs,msg,binder_input_debug,BinderInputDebug,localization_msgs/msg/BinderInputDebug,0
321,TBD,localization_msgs,msg,binder_output_binder_cost_time_debug,BinderOutputBinderCostTimeDebug,localization_msgs/msg/BinderOutputBinderCostTimeDebug,0
322,TBD,localization_msgs,msg,loc_pose,LocPose,localization_msgs/msg/LocPose,0
323,TBD,localization_msgs,msg,object,Object,localization_msgs/msg/Object,0
324,TBD,localization_msgs,msg,pickup_cmd,PickupCmd,localization_msgs/msg/PickupCmd,0
325,TBD,localization_msgs,msg,matching_debug,MatchingDebug,localization_msgs/msg/MatchingDebug,0
326,TBD,localization_msgs,msg,binder_output_link_candidate_debug,BinderOutputLinkCandidateDebug,localization_msgs/msg/BinderOutputLinkCandidateDebug,0
327,TBD,localization_msgs,msg,binder_output_link_id_debug,BinderOutputLinkIdDebug,localization_msgs/msg/BinderOutputLinkIdDebug,0
328,TBD,localization_msgs,msg,ehp_input_info,EhpInputInfo,localization_msgs/msg/EhpInputInfo,0
329,TBD,localization_msgs,msg,loc_iam,LocIam,localization_msgs/msg/LocIam,0
330,TBD,localization_msgs,msg,acceleration,Acceleration,localization_msgs/msg/Acceleration,0
331,TBD,localization_msgs,msg,vision_attribution,VisionAttribution,localization_msgs/msg/VisionAttribution,0
332,TBD,localization_msgs,msg,loc_sat_info,LocSatInfo,localization_msgs/msg/LocSatInfo,0
333,TBD,localization_msgs,msg,matching_lane_marking,MatchingLaneMarking,localization_msgs/msg/MatchingLaneMarking,0
334,TBD,localization_msgs,msg,hd_map,HDMap,localization_msgs/msg/HDMap,0
335,TBD,localization_msgs,msg,binder_input_dr_info_debug,BinderInputDrInfoDebug,localization_msgs/msg/BinderInputDrInfoDebug,0
336,TBD,localization_msgs,msg,localization_debug,LocalizationDebug,localization_msgs/msg/LocalizationDebug,0
337,TBD,localization_msgs,msg,velocity,Velocity,localization_msgs/msg/Velocity,0
338,TBD,localization_msgs,msg,binder_output_lane_id_debug,BinderOutputLaneIdDebug,localization_msgs/msg/BinderOutputLaneIdDebug,0
339,TBD,localization_msgs,msg,loc_quaternion,LocQuaternion,localization_msgs/msg/LocQuaternion,0
340,TBD,localization_msgs,msg,binder_output_lane_candidate_debug,BinderOutputLaneCandidateDebug,localization_msgs/msg/BinderOutputLaneCandidateDebug,0
341,TBD,localization_msgs,msg,binder_output_debug,BinderOutputDebug,localization_msgs/msg/BinderOutputDebug,0
342,TBD,localization_msgs,msg,localization,Localization,localization_msgs/msg/Localization,0
343,TBD,localization_msgs,msg,io_anomaly_detection,IOAnomalyDetection,localization_msgs/msg/IOAnomalyDetection,0
344,TBD,dm_msgs,msg,control_waypoint_struct,ControlWaypointStruct,dm_msgs/msg/ControlWaypointStruct,0
345,TBD,dm_msgs,msg,behavior_node_global,BehaviorNodeGlobal,dm_msgs/msg/BehaviorNodeGlobal,0
346,TBD,dm_msgs,msg,road_edge_segment,RoadEdgeSegment,dm_msgs/msg/RoadEdgeSegment,0
347,TBD,dm_msgs,msg,index,Index,dm_msgs/msg/Index,0
348,TBD,dm_msgs,msg,neighbor_lane,NeighborLane,dm_msgs/msg/NeighborLane,0
349,TBD,dm_msgs,msg,msg_sm2_ba,MsgSM2BA,dm_msgs/msg/MsgSM2BA,0
350,TBD,dm_msgs,msg,cross_road_debug_signals,CrossRoadDebugSignals,dm_msgs/msg/CrossRoadDebugSignals,0
351,TBD,dm_msgs,msg,line_geometry,LineGeometry,dm_msgs/msg/LineGeometry,0
352,TBD,dm_msgs,msg,sampling_point,SamplingPoint,dm_msgs/msg/SamplingPoint,0
353,TBD,dm_msgs,msg,reminder_waypoint_struct,ReminderWaypointStruct,dm_msgs/msg/ReminderWaypointStruct,0
354,TBD,dm_msgs,msg,corridor_list,CorridorList,dm_msgs/msg/CorridorList,0
355,TBD,dm_msgs,msg,msg_header,MsgHeader,dm_msgs/msg/MsgHeader,0
356,TBD,dm_msgs,msg,wp_speed_limit,WPSpeedLimit,dm_msgs/msg/WPSpeedLimit,0
357,TBD,dm_msgs,msg,adjacent_extend_lane_struct,AdjacentExtendLaneStruct,dm_msgs/msg/AdjacentExtendLaneStruct,0
358,TBD,dm_msgs,msg,sm_waypoints,SMWaypoints,dm_msgs/msg/SMWaypoints,0
359,TBD,dm_msgs,msg,object_trim,ObjectTrim,dm_msgs/msg/ObjectTrim,0
360,TBD,dm_msgs,msg,road_info,RoadInfo,dm_msgs/msg/RoadInfo,0
361,TBD,dm_msgs,msg,lane_control,LaneControl,dm_msgs/msg/LaneControl,0
362,TBD,dm_msgs,msg,dm_debug,DMDebug,dm_msgs/msg/DMDebug,0
363,TBD,dm_msgs,msg,global_lane_info,GlobalLaneInfo,dm_msgs/msg/GlobalLaneInfo,0
364,TBD,dm_msgs,msg,sma_struct,SMAStruct,dm_msgs/msg/SMAStruct,0
365,TBD,dm_msgs,msg,trajectory_point_info,TrajectoryPointInfo,dm_msgs/msg/TrajectoryPointInfo,0
366,TBD,dm_msgs,msg,road_reminder,RoadReminder,dm_msgs/msg/RoadReminder,0
367,TBD,dm_msgs,msg,pd_msg,PDMsg,dm_msgs/msg/PDMsg,0
368,TBD,dm_msgs,msg,rm_header,RMHeader,dm_msgs/msg/RMHeader,0
369,TBD,dm_msgs,msg,waypoint_debug_signals,WaypointDebugSignals,dm_msgs/msg/WaypointDebugSignals,0
370,TBD,dm_msgs,msg,sl_point_info,SLPointInfo,dm_msgs/msg/SLPointInfo,0
371,TBD,dm_msgs,msg,car_position,CarPosition,dm_msgs/msg/CarPosition,0
372,TBD,dm_msgs,msg,passageob,Passageob,dm_msgs/msg/Passageob,0
373,TBD,dm_msgs,msg,object_location,ObjectLocation,dm_msgs/msg/ObjectLocation,0
374,TBD,dm_msgs,msg,lane_data_info,LaneDataInfo,dm_msgs/msg/LaneDataInfo,0
375,TBD,dm_msgs,msg,lane_boundary_info,LaneBoundaryInfo,dm_msgs/msg/LaneBoundaryInfo,0
376,TBD,dm_msgs,msg,longitudinal_info,LongitudinalInfo,dm_msgs/msg/LongitudinalInfo,0
377,TBD,dm_msgs,msg,object_intention,ObjectIntention,dm_msgs/msg/ObjectIntention,0
378,TBD,dm_msgs,msg,transit_lane_struct,TransitLaneStruct,dm_msgs/msg/TransitLaneStruct,0
379,TBD,dm_msgs,msg,risk_info,RiskInfo,dm_msgs/msg/RiskInfo,0
380,TBD,dm_msgs,msg,detour_info,DetourInfo,dm_msgs/msg/DetourInfo,0
381,TBD,dm_msgs,msg,line_color,LineColor,dm_msgs/msg/LineColor,0
382,TBD,dm_msgs,msg,lane_marker,LaneMarker,dm_msgs/msg/LaneMarker,0
383,TBD,dm_msgs,msg,wp_extend_lane_struct,WPExtendLaneStruct,dm_msgs/msg/WPExtendLaneStruct,0
384,TBD,dm_msgs,msg,control_waypoints,ControlWaypoints,dm_msgs/msg/ControlWaypoints,0
385,TBD,dm_msgs,msg,road_edge,RoadEdge,dm_msgs/msg/RoadEdge,0
386,TBD,dm_msgs,msg,detour_point,DetourPoint,dm_msgs/msg/DetourPoint,0
387,TBD,dm_msgs,msg,passage,Passage,dm_msgs/msg/Passage,0
388,TBD,dm_msgs,msg,object_data,ObjectData,dm_msgs/msg/ObjectData,0
389,TBD,dm_msgs,msg,line_type,LineType,dm_msgs/msg/LineType,0
390,TBD,uss_msgs,msg,hat_v_pose,HatVPose,uss_msgs/msg/HatVPose,0
391,TBD,uss_msgs,msg,upcod_obs_list,UpcodObsList,uss_msgs/msg/UpcodObsList,1
392,TBD,uss_msgs,msg,uss_status,UssStatus,uss_msgs/msg/UssStatus,1
393,TBD,uss_msgs,msg,upc_uss_pas,UpcUssPas,uss_msgs/msg/UpcUssPas,1
394,TBD,uss_msgs,msg,upcod_obs,UpcodObs,uss_msgs/msg/UpcodObs,0
395,TBD,uss_msgs,msg,hat_uss_pack,HatUssPack,uss_msgs/msg/HatUssPack,0
396,TBD,uss_msgs,msg,hat_uod_obs,HatUodObs,uss_msgs/msg/HatUodObs,0
397,TBD,uss_msgs,msg,hat_uod_obs_list,HatUodObsList,uss_msgs/msg/HatUodObsList,0
398,TBD,uss_msgs,msg,hat_uod_rt_obs_pts,HatUodRtObsPts,uss_msgs/msg/HatUodRtObsPts,0
399,TBD,uss_msgs,msg,vhm,Vhm,uss_msgs/msg/Vhm,1
400,TBD,uss_msgs,msg,upc_slots_list,UPCSlotsList,uss_msgs/msg/UPCSlotsList,0
401,TBD,uss_msgs,msg,hat_uod_out_info,HatUodOutInfo,uss_msgs/msg/HatUodOutInfo,0
402,TBD,uss_msgs,msg,hat_pt,HatPt,uss_msgs/msg/HatPt,0
403,TBD,uss_msgs,msg,upc_uss_raw,UpcUssRaw,uss_msgs/msg/UpcUssRaw,1
404,TBD,uss_msgs,msg,upc_parking_slots,UPCParkingSlots,uss_msgs/msg/UPCParkingSlots,1
405,TBD,parking_ego_motion_path_msgs,msg,dr_paths,DrPaths,parking_ego_motion_path_msgs/msg/DrPaths,1
406,TBD,parking_ego_motion_path_msgs,msg,dr_path_raw,DrPathRaw,parking_ego_motion_path_msgs/msg/DrPathRaw,0
407,TBD,zone_ehp_msgs,msg,zone_ehp_line_info,ZoneEhpLineInfo,zone_ehp_msgs/msg/ZoneEhpLineInfo,0
408,TBD,zone_ehp_msgs,msg,zone_ehp_status_switch,ZoneEhpStatusSwitch,zone_ehp_msgs/msg/ZoneEhpStatusSwitch,0
409,TBD,zone_ehp_msgs,msg,zone_ehp_link_path,ZoneEhpLinkPath,zone_ehp_msgs/msg/ZoneEhpLinkPath,0
410,TBD,zone_ehp_msgs,msg,zone_ehp_path_ctrl,ZoneEhpPathCtrl,zone_ehp_msgs/msg/ZoneEhpPathCtrl,0
411,TBD,zone_ehp_msgs,msg,zone_ehp_lane_link_path,ZoneEhpLaneLinkPath,zone_ehp_msgs/msg/ZoneEhpLaneLinkPath,0
412,TBD,zone_ehp_msgs,msg,zone_ehp_sub_path,ZoneEhpSubPath,zone_ehp_msgs/msg/ZoneEhpSubPath,0
413,TBD,zone_ehp_msgs,msg,zone_ehp_lane_connect,ZoneEhpLaneConnect,zone_ehp_msgs/msg/ZoneEhpLaneConnect,0
414,TBD,zone_ehp_msgs,msg,zone_ehp_curvature_info,ZoneEhpCurvatureInfo,zone_ehp_msgs/msg/ZoneEhpCurvatureInfo,0
415,TBD,zone_ehp_msgs,msg,zone_ehp_slope_info,ZoneEhpSlopeInfo,zone_ehp_msgs/msg/ZoneEhpSlopeInfo,0
416,TBD,zone_ehp_msgs,msg,zone_ehp_recommend_route,ZoneEhpRecommendRoute,zone_ehp_msgs/msg/ZoneEhpRecommendRoute,0
417,TBD,zone_ehp_msgs,msg,zone_ehp_common_id,ZoneEhpCommonID,zone_ehp_msgs/msg/ZoneEhpCommonID,0
418,TBD,zone_ehp_msgs,msg,zone_ehp_navi_info,ZoneEhpNaviInfo,zone_ehp_msgs/msg/ZoneEhpNaviInfo,0
419,TBD,zone_ehp_msgs,msg,zone_ehp_speed,ZoneEhpSpeed,zone_ehp_msgs/msg/ZoneEhpSpeed,0
420,TBD,zone_ehp_msgs,msg,zone_ehp_heading_info,ZoneEhpHeadingInfo,zone_ehp_msgs/msg/ZoneEhpHeadingInfo,0
421,TBD,zone_ehp_msgs,msg,zone_ehp_sub_path_data,ZoneEhpSubPathData,zone_ehp_msgs/msg/ZoneEhpSubPathData,0
422,TBD,zone_ehp_msgs,msg,zone_ehp_lane_width,ZoneEhpLaneWidth,zone_ehp_msgs/msg/ZoneEhpLaneWidth,0
423,TBD,zone_ehp_msgs,msg,zone_ehp_lane_info,ZoneEhpLaneInfo,zone_ehp_msgs/msg/ZoneEhpLaneInfo,0
424,TBD,zone_ehp_msgs,msg,zone_ehp_position,ZoneEhpPosition,zone_ehp_msgs/msg/ZoneEhpPosition,0
425,TBD,zone_ehp_msgs,msg,zone_ehp_common_head,ZoneEhpCommonHead,zone_ehp_msgs/msg/ZoneEhpCommonHead,0
426,TBD,zone_ehp_msgs,msg,zone_ehp_obj_info,ZoneEhpObjInfo,zone_ehp_msgs/msg/ZoneEhpObjInfo,0
427,TBD,zone_ehp_msgs,msg,zone_ehp_point3_d,ZoneEhpPoint3D,zone_ehp_msgs/msg/ZoneEhpPoint3D,0
428,TBD,zone_ehp_msgs,msg,zone_ehp_mapping_status,ZoneEhpMappingStatus,zone_ehp_msgs/msg/ZoneEhpMappingStatus,0
429,TBD,zone_ehp_msgs,msg,zone_ehp_link_connect,ZoneEhpLinkConnect,zone_ehp_msgs/msg/ZoneEhpLinkConnect,0
430,TBD,zone_ehp_msgs,msg,zone_ehp_data_range,ZoneEhpDataRange,zone_ehp_msgs/msg/ZoneEhpDataRange,0
431,TBD,zone_ehp_msgs,msg,zone_ehp_switch_info,ZoneEhpSwitchInfo,zone_ehp_msgs/msg/ZoneEhpSwitchInfo,0
432,TBD,zone_ehp_msgs,msg,zone_ehp_obj_info_data,ZoneEhpObjInfoData,zone_ehp_msgs/msg/ZoneEhpObjInfoData,0
433,TBD,zone_ehp_msgs,msg,zone_ehp_link_model,ZoneEhpLinkModel,zone_ehp_msgs/msg/ZoneEhpLinkModel,0
434,TBD,zone_ehp_msgs,msg,zone_ehp_super_elevation_info,ZoneEhpSuperElevationInfo,zone_ehp_msgs/msg/ZoneEhpSuperElevationInfo,0
435,TBD,zone_ehp_msgs,msg,zone_ehp_point_info,ZoneEhpPointInfo,zone_ehp_msgs/msg/ZoneEhpPointInfo,0
436,TBD,ndm_msgs,msg,ndm_lane,NdmLane,ndm_msgs/msg/NdmLane,0
437,TBD,ndm_msgs,msg,ndm_lane_ref_line,NdmLaneRefLine,ndm_msgs/msg/NdmLaneRefLine,0
438,TBD,ndm_msgs,msg,ndm_lane_boundary_segment,NdmLaneBoundarySegment,ndm_msgs/msg/NdmLaneBoundarySegment,0
439,TBD,ndm_msgs,msg,ndm_curb,NdmCurb,ndm_msgs/msg/NdmCurb,0
440,TBD,ndm_msgs,msg,ndm_segment,NdmSegment,ndm_msgs/msg/NdmSegment,0
441,TBD,ndm_msgs,msg,ndm_data,NdmData,ndm_msgs/msg/NdmData,1
442,TBD,ndm_msgs,msg,ndm_curb_segment,NdmCurbSegment,ndm_msgs/msg/NdmCurbSegment,0
443,TBD,ndm_msgs,msg,ndm_facility,NdmFacility,ndm_msgs/msg/NdmFacility,0
444,TBD,ndm_msgs,msg,ndm_lane_element,NdmLaneElement,ndm_msgs/msg/NdmLaneElement,0
445,TBD,ndm_msgs,msg,ndm_lane_boundary,NdmLaneBoundary,ndm_msgs/msg/NdmLaneBoundary,0
446,TBD,ndm_msgs,msg,ndm_agent,NdmAgent,ndm_msgs/msg/NdmAgent,0
447,TBD,ndm_msgs,msg,ndm_instance_assign,NdmInstanceAssign,ndm_msgs/msg/NdmInstanceAssign,0
