index,package,topic,level_1,level_2,.hpp,struct,msg_type,pub_count,sub_count,topic_header_flag
159,pi_vc_humanmachinesharedctrldata,/PI/VC/HumanMachineSharedCtrlData,pilot_control_msgs,msg,human_machine_shared_ctrl_data,HumanMachineSharedCtrlData,pilot_control_msgs/msg/HumanMachineSharedCtrlData,1,0,TRUE
160,pi_vc_es33lonoutput,/PI/VC/ES33LonOutput,pilot_control_msgs,msg,es33_vehicle_longitudinal_output,ES33VehicleLongitudinalOutput,pilot_control_msgs/msg/ES33VehicleLongitudinalOutput,1,0,TRUE
161,pi_vc_latctrlyrcdebug,/PI/VC/LatCtrlYRCDebug,pilot_control_msgs,msg,lat_ctrl_yrc_debug,LatCtrlYRCDebug,pilot_control_msgs/msg/LatCtrlYRCDebug,1,0,TRUE
162,pi_vc_longctrldebug,/PI/VC/LongCtrlDebug,pilot_control_msgs,msg,long_ctrl_debug,LongCtrlDebug,pilot_control_msgs/msg/LongCtrlDebug,1,0,TRUE
163,pi_vc_controltoplanningdata,/PI/VC/ControlToPlanningData,pilot_control_msgs,msg,control_to_planning_data,ControlToPlanningData,pilot_control_msgs/msg/ControlToPlanningData,1,0,TRUE
164,pi_vc_es33latoutput,/PI/VC/ES33LatOutput,pilot_control_msgs,msg,es33_vehicle_lateral_output,ES33VehicleLateralOutput,pilot_control_msgs/msg/ES33VehicleLateralOutput,1,0,TRUE
165,pi_vc_lattrajectoryctrldebug,/PI/VC/LatTrajectoryCtrlDebug,pilot_control_msgs,msg,lat_trajectory_ctrl_debug,LatTrajectoryCtrlDebug,pilot_control_msgs/msg/LatTrajectoryCtrlDebug,1,0,TRUE
166,pi_fs_objtrackshorizon,/PI/FS/ObjTracksHorizon,per_fusion_msgs,msg,obj_tracks,ObjTracks,per_fusion_msgs/msg/ObjTracks,1,2,TRUE
167,pi_fs_lanemarkingshorizon,/PI/FS/LaneMarkingsHorizon,per_fusion_msgs,msg,lane_markings,LaneMarkings,per_fusion_msgs/msg/LaneMarkings,1,0,TRUE
168,fs_fusionodresult,/FS/FusionODResult,per_fusion_msgs,msg,fusion_od_result,FusionODResult,per_fusion_msgs/msg/FusionODResult,1,0,TRUE
169,pk_fs_freespacesegments,/PK/FS/FreespaceSegments,per_fusion_msgs,msg,freespace_segments,FreespaceSegments,per_fusion_msgs/msg/FreespaceSegments,1,0,FALSE
170,hpp_vslam_vslammappingstatus,/HPP/VSLAM/VSLAMMappingStatus,hpp_mapping_msgs,msg,vslam_mapping_start,VSLAMMappingStart,hpp_mapping_msgs/msg/VSLAMMappingStart,1,1,TRUE
171,hpp_vslam_mappingtoicm,/HPP/VSLAM/MappingToICM,hpp_mapping_msgs,msg,mapping_to_icm,MappingToICM,hpp_mapping_msgs/msg/MappingToICM,1,0,TRUE
172,pk_pl_path,/PK/PL/Path,parking_planning_msgs,msg,parking_path,ParkingPath,parking_planning_msgs/msg/ParkingPath,1,0,TRUE
173,pk_pl_status,/PK/PL/Status,parking_planning_msgs,msg,path_plan_status,PathPlanStatus,parking_planning_msgs/msg/PathPlanStatus,1,0,TRUE
174,pk_pl_plandebuginfo,/PK/PL/PlanDebugInfo,parking_planning_msgs,msg,parking_plan_debug,ParkingPlanDebug,parking_planning_msgs/msg/ParkingPlanDebug,1,0,TRUE
175,sa_gnss,/SA/GNSS,gnss_imu_msgs,msg,gnss,Gnss,gnss_imu_msgs/msg/Gnss,1,0,TRUE
176,sa_inspva,/SA/INSPVA,gnss_imu_msgs,msg,inspva,Inspva,gnss_imu_msgs/msg/Inspva,1,2,TRUE
177,sa_imu,/SA/IMU,gnss_imu_msgs,msg,imu,Imu,gnss_imu_msgs/msg/Imu,1,1,FALSE
178,sa_insiam,/SA/InsIAM,gnss_imu_msgs,msg,ins_iam,InsIam,gnss_imu_msgs/msg/InsIam,1,0,TRUE
179,va_bevlaneseg,/VA/BevLaneSeg,env_perception_msgs,msg,bev_lane_seg,BevLaneSeg,env_perception_msgs/msg/BevLaneSeg,1,0,TRUE
180,va_bevlines,/VA/BevLines,env_perception_msgs,msg,env_fus_lines,EnvFusLines,env_perception_msgs/msg/EnvFusLines,1,1,TRUE
181,va_fvtlrdetectobjects,/VA/FvTlrDetectObjects,env_perception_msgs,msg,traffic_light_objects,TrafficLightObjects,env_perception_msgs/msg/TrafficLightObjects,2,0,TRUE
182,va_fvtlrpostproobjects,/VA/FvTlrPostproObjects,env_perception_msgs,msg,traffic_light_objects,TrafficLightObjects,env_perception_msgs/msg/TrafficLightObjects,2,1,TRUE
183,va_fvlmdetectobjects,/VA/FvLmDetectObjects,env_perception_msgs,msg,lane_marking_objects,LaneMarkingObjects,env_perception_msgs/msg/LaneMarkingObjects,2,0,TRUE
184,va_fvlmpostproobjects,/VA/FvLmPostproObjects,env_perception_msgs,msg,lane_marking_objects,LaneMarkingObjects,env_perception_msgs/msg/LaneMarkingObjects,2,0,TRUE
185,se_envmodel,/SE/EnvModel,se_msgs,msg,se_data,SeData,se_msgs/msg/SeData,1,0,TRUE
186,soa_navideviceuuid,/SOA/NaviDeviceUUID,sd2hd_msgs,msg,navi_device_uuid,NaviDeviceUUID,sd2hd_msgs/msg/NaviDeviceUUID,1,0,TRUE
187,soa_sdnavilinkinfo,/SOA/SDNaviLinkInfo,sd2hd_msgs,msg,sd_navi_link_info,SDNaviLinkInfo,sd2hd_msgs/msg/SDNaviLinkInfo,1,0,TRUE
188,soa_sdnavistsinfo,/SOA/SDNaviStsInfo,sd2hd_msgs,msg,sd_navi_sts_info,SDNaviStsInfo,sd2hd_msgs/msg/SDNaviStsInfo,1,0,TRUE
189,camera_frontwide,/Camera/FrontWide/H265,sensor_msgs,msg,compressed_image,CompressedImage,sensor_msgs/msg/CompressedImage,1,1,FALSE
190,camera_frontnarrow,/Camera/FrontNarrow,sensor_msgs,msg,compressed_image,CompressedImage,sensor_msgs/msg/CompressedImage,2,2,FALSE
191,camera_sorroundright,/Camera/SorroundRight,sensor_msgs,msg,compressed_image,CompressedImage,sensor_msgs/msg/CompressedImage,3,3,FALSE
192,camera_sorroundleft,/Camera/SorroundLeft,sensor_msgs,msg,compressed_image,CompressedImage,sensor_msgs/msg/CompressedImage,4,4,FALSE
193,camera_sorroundfront,/Camera/SorroundFront,sensor_msgs,msg,compressed_image,CompressedImage,sensor_msgs/msg/CompressedImage,5,5,FALSE
194,camera_sorroundrear,/Camera/SorroundRear,sensor_msgs,msg,compressed_image,CompressedImage,sensor_msgs/msg/CompressedImage,6,6,FALSE
195,camera_rear_h265,/Camera/Rear/H265,sensor_msgs,msg,compressed_image,CompressedImage,sensor_msgs/msg/CompressedImage,7,7,FALSE
